0.0,0.1436,0.0617,0.114,0.0919,0.2665
1.0,0.1925,0.1221,0.0806,0.1685,0.0997
2.0,0.1685,0.1483,0.1574,0.1621,0.2005
3.0,0.2066,0.1524,0.1116,0.1555,0.1367
4.0,0.1246,0.1268,0.1322,0.1836,0.1887
5.0,0.1463,0.1815,0.1107,0.1823,0.1815
6.0,0.1331,0.122,0.1577,0.1978,0.2173
7.0,0.1962,0.1499,0.1407,0.2074,0.1281
8.0,0.0917,0.2102,0.1171,0.201,0.1805
9.0,0.1715,0.1325,0.0927,0.1908,0.1881
10.0,0.1947,0.103,0.1696,0.2315,0.1727
11.0,0.1872,0.133,0.118,0.161,0.1502
12.0,0.171,0.139,0.1516,0.1807,0.1343
13.0,0.2159,0.1168,0.1262,0.1597,0.1098
14.0,0.1649,0.1447,0.1068,0.2011,0.1263
15.0,0.1758,0.1653,0.1365,0.1625,0.1846
16.0,0.1766,0.1534,0.1291,0.1809,0.1301
17.0,0.1622,0.1244,0.1668,0.1926,0.1687
18.0,0.1461,0.1642,0.0982,0.1966,0.1602
19.0,0.1726,0.1642,0.1283,0.2043,0.1697
20.0,0.1926,0.0963,0.0999,0.214,0.1703
21.0,0.1947,0.1289,0.1152,0.1778,0.1728
22.0,0.1836,0.1404,0.136,0.1677,0.1941
23.0,0.171,0.1278,0.1506,0.1539,0.1399
24.0,0.1814,0.1329,0.1316,0.1594,0.1589
25.0,0.168,0.1579,0.1257,0.1562,0.1566
26.0,0.1834,0.1407,0.1388,0.1646,0.1747
27.0,0.1874,0.163,0.1422,0.1332,0.1649
28.0,0.1784,0.1064,0.1128,0.2264,0.141
29.0,0.1558,0.1342,0.1296,0.1987,0.1851
30.0,0.1664,0.133,0.1265,0.1924,0.1549
31.0,0.1737,0.163,0.106,0.1741,0.1521
32.0,0.1662,0.1292,0.1163,0.1833,0.1518
33.0,0.1765,0.147,0.1391,0.182,0.1645
34.0,0.1804,0.141,0.1232,0.1961,0.1396
35.0,0.1812,0.1344,0.1124,0.1868,0.1352
36.0,0.1623,0.142,0.1053,0.2064,0.135
37.0,0.1881,0.1492,0.1124,0.2047,0.1406
38.0,0.1708,0.1427,0.1116,0.2223,0.1456
39.0,0.1749,0.1455,0.1065,0.2223,0.1459
40.0,0.1657,0.15,0.1222,0.1909,0.1402
41.0,0.1787,0.1429,0.0879,0.2064,0.1242
42.0,0.1779,0.1453,0.0875,0.1987,0.1466
43.0,0.1822,0.1083,0.0866,0.1872,0.1199
44.0,0.1884,0.1384,0.0933,0.1856,0.1738
45.0,0.1844,0.1371,0.1006,0.1936,0.1528
46.0,0.1496,0.1266,0.1004,0.1856,0.1705
47.0,0.1811,0.1512,0.1286,0.1953,0.1379
48.0,0.1721,0.1283,0.124,0.199,0.1552
49.0,0.1739,0.1319,0.1241,0.1722,0.1463
50.0,0.1659,0.1098,0.1207,0.1741,0.1536
51.0,0.1606,0.1116,0.1142,0.1722,0.1381
52.0,0.1322,0.132,0.1204,0.1819,0.1695
53.0,0.1364,0.1204,0.1015,0.1727,0.1663
54.0,0.144,0.1081,0.1067,0.1794,0.1489
55.0,0.1461,0.128,0.1049,0.1972,0.162
56.0,0.1401,0.1161,0.1134,0.1994,0.1868
57.0,0.156,0.1199,0.1131,0.1888,0.1823
58.0,0.1887,0.1283,0.1099,0.203,0.1585
59.0,0.1719,0.1166,0.0981,0.2053,0.1855
60.0,0.1597,0.1162,0.1123,0.2103,0.1615
61.0,0.1556,0.1258,0.1216,0.2064,0.1977
62.0,0.1537,0.1226,0.1092,0.2043,0.1631
63.0,0.1663,0.1248,0.1179,0.2028,0.1725
64.0,0.1327,0.1199,0.1229,0.2047,0.1574
65.0,0.1691,0.1329,0.1291,0.199,0.1475
66.0,0.1641,0.114,0.1173,0.2201,0.1883
67.0,0.1564,0.1177,0.1088,0.2105,0.1747
68.0,0.1817,0.1263,0.1195,0.2088,0.171
69.0,0.1831,0.1427,0.0971,0.1913,0.1766
70.0,0.1816,0.1344,0.1193,0.1991,0.1863
71.0,0.1803,0.1327,0.1154,0.2338,0.1805
72.0,0.1659,0.1405,0.1138,0.23,0.1742
73.0,0.1836,0.1317,0.1071,0.2124,0.1645
74.0,0.1704,0.1351,0.1116,0.2164,0.1739
75.0,0.179,0.1346,0.0962,0.2162,0.1859
76.0,0.1597,0.1332,0.0971,0.2057,0.1664
77.0,0.1547,0.1366,0.0974,0.1904,0.1781
78.0,0.1809,0.1314,0.1139,0.1892,0.1705
79.0,0.1904,0.1163,0.1042,0.2009,0.1551
80.0,0.2196,0.1264,0.1125,0.2048,0.1615
81.0,0.2004,0.1227,0.1033,0.1923,0.1781
82.0,0.2023,0.1383,0.1003,0.1906,0.1705
83.0,0.2121,0.1092,0.1036,0.1985,0.1602
84.0,0.2124,0.1229,0.0966,0.1945,0.1678
85.0,0.2123,0.1266,0.1124,0.1828,0.1639
86.0,0.2084,0.1197,0.1156,0.191,0.16
87.0,0.2102,0.1214,0.1087,0.185,0.1728
88.0,0.2123,0.1251,0.1175,0.1929,0.18
89.0,0.2001,0.1317,0.118,0.1983,0.1657
90.0,0.2103,0.1324,0.136,0.1911,0.164
91.0,0.1963,0.1258,0.1226,0.1913,0.1617
92.0,0.1983,0.1396,0.1303,0.1967,0.1865
93.0,0.2064,0.1389,0.1416,0.2001,0.1614
94.0,0.2063,0.1298,0.1195,0.1884,0.1501
95.0,0.2025,0.1459,0.1177,0.1868,0.1243
96.0,0.1926,0.1468,0.1335,0.1812,0.1558
97.0,0.2047,0.1265,0.1164,0.19,0.1634
98.0,0.1967,0.1419,0.1295,0.1872,0.1579
99.0,0.2065,0.1329,0.1077,0.1892,0.1522
