0.0,0.5129,0.5585
1.0,0.6221,0.5501
2.0,0.6035,0.5514
3.0,0.5296,0.5746
4.0,0.6035,0.5964
5.0,0.5945,0.5951
6.0,0.6324,0.5803
7.0,0.6105,0.6028
8.0,0.6202,0.5778
9.0,0.5983,0.6028
10.0,0.626,0.6067
11.0,0.6093,0.5797
12.0,0.5945,0.5707
13.0,0.615,0.581
14.0,0.6208,0.5726
15.0,0.6086,0.5848
16.0,0.6311,0.5938
17.0,0.608,0.59
18.0,0.6208,0.606
19.0,0.5919,0.5868
20.0,0.5726,0.5726
21.0,0.6093,0.5861
22.0,0.5816,0.5887
23.0,0.6003,0.5893
24.0,0.5906,0.5874
25.0,0.5958,0.5803
26.0,0.5983,0.5938
27.0,0.5951,0.588
28.0,0.5829,0.5823
29.0,0.5945,0.5758
30.0,0.5951,0.581
31.0,0.615,0.563
32.0,0.608,0.588
33.0,0.6041,0.599
34.0,0.6125,0.5893
35.0,0.6035,0.5887
36.0,0.6176,0.5913
37.0,0.6163,0.6003
38.0,0.6176,0.59
39.0,0.6189,0.5887
40.0,0.6099,0.5906
41.0,0.6073,0.5977
42.0,0.6067,0.6035
43.0,0.6086,0.599
44.0,0.6015,0.5835
45.0,0.6054,0.5887
46.0,0.6183,0.5893
47.0,0.6015,0.5932
48.0,0.597,0.59
49.0,0.6086,0.5958
