0.0,0.1673,0.1682
1.0,0.2018,0.2019
2.0,0.1418,0.1774
3.0,0.1927,0.195
4.0,0.2192,0.2223
5.0,0.1216,0.1737
6.0,0.244,0.1979
7.0,0.1823,0.1952
8.0,0.1908,0.1947
9.0,0.2212,0.1818
10.0,0.2109,0.1815
11.0,0.1868,0.1692
12.0,0.187,0.165
13.0,0.1685,0.1624
14.0,0.169,0.1737
15.0,0.2315,0.1614
16.0,0.1926,0.1683
17.0,0.1842,0.1587
18.0,0.2031,0.1589
19.0,0.2012,0.168
20.0,0.2298,0.1556
21.0,0.1502,0.1552
22.0,0.1972,0.1569
23.0,0.1967,0.1474
24.0,0.188,0.1483
25.0,0.1935,0.1496
26.0,0.1793,0.148
27.0,0.1916,0.1518
28.0,0.1932,0.1579
29.0,0.1614,0.1507
30.0,0.169,0.1703
31.0,0.1682,0.1908
32.0,0.1703,0.1713
33.0,0.1666,0.1504
34.0,0.1817,0.1797
35.0,0.1689,0.1639
36.0,0.1662,0.1612
37.0,0.1683,0.1555
38.0,0.1703,0.1838
39.0,0.168,0.1622
40.0,0.1659,0.1475
41.0,0.1664,0.1522
42.0,0.172,0.1439
43.0,0.1703,0.1565
44.0,0.1647,0.179
45.0,0.1647,0.1779
46.0,0.1883,0.1749
47.0,0.1662,0.179
48.0,0.1585,0.1871
49.0,0.1747,0.1773
50.0,0.1794,0.1803
51.0,0.1803,0.1904
52.0,0.182,0.1718
53.0,0.1659,0.179
54.0,0.1638,0.195
55.0,0.1637,0.1863
56.0,0.1801,0.1789
57.0,0.1763,0.195
58.0,0.1673,0.1916
59.0,0.1689,0.1736
60.0,0.1614,0.1953
61.0,0.1671,0.1989
62.0,0.1713,0.1934
63.0,0.1782,0.1917
64.0,0.1673,0.2026
65.0,0.1714,0.1932
66.0,0.173,0.1981
67.0,0.1752,0.1916
68.0,0.1752,0.1826
69.0,0.1704,0.1845
70.0,0.1725,0.1861
71.0,0.182,0.1842
72.0,0.1782,0.1789
73.0,0.1713,0.1897
74.0,0.1749,0.195
75.0,0.1716,0.1824
76.0,0.1675,0.1989
77.0,0.1657,0.1882
78.0,0.1752,0.2007
79.0,0.1755,0.1898
80.0,0.1657,0.1934
81.0,0.1733,0.1895
82.0,0.1727,0.197
83.0,0.1755,0.1989
84.0,0.1757,0.1934
85.0,0.1661,0.1971
86.0,0.1651,0.1911
87.0,0.1709,0.197
88.0,0.1646,0.1931
89.0,0.1646,0.197
90.0,0.1689,0.1876
91.0,0.1736,0.1987
92.0,0.1713,0.1894
93.0,0.1706,0.1932
94.0,0.1779,0.1895
95.0,0.1736,0.1895
96.0,0.1774,0.1842
97.0,0.1663,0.1843
98.0,0.1648,0.1868
99.0,0.1657,0.1894
