0.0,0.0353
1.0,0.0768
2.0,0.0771
3.0,0.1231
4.0,0.1559
5.0,0.2037
6.0,0.1858
7.0,0.1667
8.0,0.1194
9.0,0.3572
10.0,0.2599
11.0,0.3979
12.0,0.2161
13.0,0.5645
14.0,0.4971
15.0,0.3947
16.0,0.5175
17.0,0.3762
18.0,0.6441
19.0,1.0863
20.0,0.7216
