Image_Name,Fidelity_Score
85109_0_black.jpg,0.9994305235893819
30458_1_indian.jpg,0.9987554072903271
85109_3_middle eastern.jpg,0.9986987556060372
67870_3_middle eastern.jpg,0.9986750185612394
85109_1_indian.jpg,0.9984073499609103
68500_1_indian.jpg,0.9982603824976821
52494_1_indian.jpg,0.9982115348892282
38509_0_black.jpg,0.9981670867725203
81978_1_indian.jpg,0.9980282508894571
85109_6_white.jpg,0.9978959857008478
64553_6_white.jpg,0.9976719764982571
12194_1_indian.jpg,0.9976013910287487
31712_3_middle eastern.jpg,0.9975395959273987
18690_1_indian.jpg,0.9975386692746266
68500_4_southeast asian.jpg,0.9974571086136348
65564_0_black.jpg,0.9973857963929935
12009_1_indian.jpg,0.9972608473984934
33946_1_indian.jpg,0.9971751521161547
52494_0_black.jpg,0.9971660248875824
45867_3_middle eastern.jpg,0.9971654742668159
30458_0_black.jpg,0.997146089792849
27851_0_black.jpg,0.9971352851223432
68500_2_latino.jpg,0.9971003749158718
45867_0_black.jpg,0.9970656267771911
30458_3_middle eastern.jpg,0.9970137207653271
30458_2_latino.jpg,0.9969845912934199
38509_1_indian.jpg,0.9968078103481257
24304_1_indian.jpg,0.9967478582748581
12194_2_latino.jpg,0.9967402321174401
52494_3_middle eastern.jpg,0.9967254001376387
26862_1_indian.jpg,0.9967247765206309
85109_2_latino.jpg,0.996656485579203
55748_1_indian.jpg,0.9966102535708119
81978_0_black.jpg,0.9965141454649193
12194_0_black.jpg,0.9964765977825201
54127_1_indian.jpg,0.9964072411371945
43971_1_indian.jpg,0.9963879339984576
31712_6_white.jpg,0.996373541636685
48027_0_black.jpg,0.996364427952521
45867_1_indian.jpg,0.9963496247397854
64553_1_indian.jpg,0.9963182047156569
22278_2_latino.jpg,0.9962722631680809
30458_6_white.jpg,0.9962278158297333
27851_2_latino.jpg,0.9961466529338783
67870_4_southeast asian.jpg,0.9961186647890274
68500_6_white.jpg,0.9961113282945113
28702_5_east asian.jpg,0.9960801054024584
31712_1_indian.jpg,0.9960313196273614
55748_4_southeast asian.jpg,0.9960064934645951
68500_0_black.jpg,0.9960036113449819
48027_1_indian.jpg,0.995991820493918
52494_2_latino.jpg,0.9959179865482735
43971_4_southeast asian.jpg,0.9958862325364211
67870_6_white.jpg,0.9958372580221839
67870_0_black.jpg,0.9957117212310282
43971_0_black.jpg,0.9957055383768021
6930_1_indian.jpg,0.9956800492206825
30458_4_southeast asian.jpg,0.9956476495860178
12009_5_east asian.jpg,0.9956275049603547
33946_3_middle eastern.jpg,0.9955191172801299
28589_1_indian.jpg,0.9954993498948381
60514_1_indian.jpg,0.9954720538071502
81978_3_middle eastern.jpg,0.9954627006776244
43616_1_indian.jpg,0.9954405770556825
31712_2_latino.jpg,0.9953841753259829
30458_5_east asian.jpg,0.9953366060395374
67870_5_east asian.jpg,0.9953287815230896
55748_6_white.jpg,0.995292663902142
55748_3_middle eastern.jpg,0.9952876809592612
67870_1_indian.jpg,0.9952833330221689
12833_1_indian.jpg,0.995275410342624
54127_0_black.jpg,0.995107583899216
65983_1_indian.jpg,0.9950484362351764
11383_4_southeast asian.jpg,0.9950361329197968
17530_1_indian.jpg,0.9950051919558016
11383_6_white.jpg,0.9949843496956039
81097_3_middle eastern.jpg,0.994963053349045
81978_2_latino.jpg,0.9949405760155576
33680_1_indian.jpg,0.9948951556582841
28702_6_white.jpg,0.9948311492488591
48027_3_middle eastern.jpg,0.9948281000226025
52193_1_indian.jpg,0.9948115900108248
57476_1_indian.jpg,0.9948009453870141
52193_0_black.jpg,0.9947678920422973
72260_3_middle eastern.jpg,0.9947569020044573
55748_2_latino.jpg,0.9946549403885536
19360_3_middle eastern.jpg,0.9946522791940371
19360_1_indian.jpg,0.9945688962268828
34406_5_east asian.jpg,0.9945047941661938
64553_0_black.jpg,0.9944838320254148
68500_5_east asian.jpg,0.9944600721844394
44256_1_indian.jpg,0.9944040386077844
72470_3_middle eastern.jpg,0.9943179524920087
64553_3_middle eastern.jpg,0.9942859177170416
85109_4_southeast asian.jpg,0.9942785012126689
26862_0_black.jpg,0.9942548320423787
81097_1_indian.jpg,0.9941295383294724
52142_1_indian.jpg,0.9941071265450547
52142_4_southeast asian.jpg,0.9940842957137905
3415_0_black.jpg,0.9940795688587643
38509_2_latino.jpg,0.9939727253582156
25997_0_black.jpg,0.9939509169676444
60514_3_middle eastern.jpg,0.9939034518772403
16928_4_southeast asian.jpg,0.9938070281188811
135_1_indian.jpg,0.9937679442174403
22278_3_middle eastern.jpg,0.9937386386739464
3415_1_indian.jpg,0.9937257957133336
4446_1_indian.jpg,0.9937164638683298
55439_1_indian.jpg,0.9937128707076919
72445_2_latino.jpg,0.9936984895526506
28702_3_middle eastern.jpg,0.9936402614462225
33946_0_black.jpg,0.993592998269736
47884_1_indian.jpg,0.9935923891789804
68500_3_middle eastern.jpg,0.9935042888804249
52494_6_white.jpg,0.9934955025777041
44256_0_black.jpg,0.9934326629954533
79512_1_indian.jpg,0.9934225256522977
27851_3_middle eastern.jpg,0.99339093952286
12194_3_middle eastern.jpg,0.9933308172976398
52494_4_southeast asian.jpg,0.9933281374689382
65564_4_southeast asian.jpg,0.9932958914438386
28702_1_indian.jpg,0.9932932698740755
