Image_Name,Fidelity_Score
000095_4_southeast asian.jpg,0.7449101711719123
000018_5_east asian.jpg,0.9460940853424478
000002_0_black.jpg,0.8064491813597591
000023_3_middle eastern.jpg,0.9147161310143463
000009_5_east asian.jpg,0.7320530577994979
000072_2_latino.jpg,0.7086364352752614
000021_0_black.jpg,0.7093543247061571
000069_6_white.jpg,0.7765108304275933
000017_1_indian.jpg,0.7241528302975989
000071_4_southeast asian.jpg,0.8055450372620897
000058_5_east asian.jpg,0.822790580502501
000045_0_black.jpg,0.9375789418214049
000003_5_east asian.jpg,0.6169461986564373
000036_5_east asian.jpg,0.7982977854293065
000092_5_east asian.jpg,0.9178281958220096
000012_5_east asian.jpg,0.7311205675409894
000078_5_east asian.jpg,0.9614066941244481
000070_4_southeast asian.jpg,0.7208984954142312
000037_4_southeast asian.jpg,0.867105325265605
000049_0_black.jpg,0.678575778292579
000001_1_indian.jpg,0.9880056192321159
000080_0_black.jpg,0.926341659905556
000007_2_latino.jpg,0.8739566439164471
000046_5_east asian.jpg,0.7606030973109212
000056_0_black.jpg,0.6553030046497467
000096_4_southeast asian.jpg,0.6907251490481063
000034_6_white.jpg,0.7548186338829312
000086_6_white.jpg,0.550630553766032
000048_3_middle eastern.jpg,0.7978231012977144
000031_4_southeast asian.jpg,0.866677649112636
000038_4_southeast asian.jpg,0.7854998974786025
000024_3_middle eastern.jpg,0.6179619477142686
000027_2_latino.jpg,0.6782885707517043
000087_2_latino.jpg,0.6852085649598778
000098_5_east asian.jpg,0.9680029060840141
000042_6_white.jpg,0.8798001194470744
000020_0_black.jpg,0.8645987692938671
000097_4_southeast asian.jpg,0.6617322173505453
000059_5_east asian.jpg,0.79530568788926
000062_5_east asian.jpg,0.6384289385536552
000051_2_latino.jpg,0.90976790776762
000099_6_white.jpg,0.8970088137497249
000040_2_latino.jpg,0.8028365118160572
000090_6_white.jpg,0.730368146401517
000004_0_black.jpg,0.6047214319255374
000091_2_latino.jpg,0.9411030776974583
000065_3_middle eastern.jpg,0.6592233182399719
000032_2_latino.jpg,0.8389527768205476
000064_6_white.jpg,0.8297317722914062
000060_0_black.jpg,0.8717483862162443
000050_2_latino.jpg,0.6470523264060062
000010_4_southeast asian.jpg,0.8659654272746585
000076_3_middle eastern.jpg,0.839950032981543
000041_3_middle eastern.jpg,0.7449424942733548
000028_4_southeast asian.jpg,0.8962970773581611
000008_4_southeast asian.jpg,0.7246887102895231
000083_5_east asian.jpg,0.8446471701692102
000081_3_middle eastern.jpg,0.8260471440042391
000006_4_southeast asian.jpg,0.8167174677859573
000066_5_east asian.jpg,0.6645058573631522
000033_2_latino.jpg,0.7565338342475675
000079_2_latino.jpg,0.7238155028262067
000022_3_middle eastern.jpg,0.864155026460816
000075_6_white.jpg,0.9543056284460565
000057_5_east asian.jpg,0.6933167994340991
000073_5_east asian.jpg,0.7281211131013533
000082_6_white.jpg,0.8830662211707314
000011_3_middle eastern.jpg,0.6393692047510425
000061_0_black.jpg,0.6185080360556996
000053_3_middle eastern.jpg,0.6846987840637992
000052_2_latino.jpg,0.8960190973399651
000054_3_middle eastern.jpg,0.636889393728069
000025_3_middle eastern.jpg,0.9558058832020109
000089_1_indian.jpg,0.9225380583404106
000063_4_southeast asian.jpg,0.7444134570545675
000068_4_southeast asian.jpg,0.7538168216611194
000094_3_middle eastern.jpg,0.809373768640338
000085_1_indian.jpg,0.9836848156753563
000019_3_middle eastern.jpg,0.8866596263410633
000047_5_east asian.jpg,0.8078173440756408
000039_5_east asian.jpg,0.9339568401052387
000015_5_east asian.jpg,0.6963073853454951
000005_5_east asian.jpg,0.8470041773709612
000084_4_southeast asian.jpg,0.7055122009738068
000035_0_black.jpg,0.6708571266305673
000029_6_white.jpg,0.8880262550244539
000013_4_southeast asian.jpg,0.8139494042097474
000074_6_white.jpg,0.8573166517636264
000044_3_middle eastern.jpg,0.8568382117004489
000014_3_middle eastern.jpg,0.7556223126516307
000043_1_indian.jpg,0.8745517730467821
000067_4_southeast asian.jpg,0.7913564853545988
000077_1_indian.jpg,0.9308799536270673
000088_0_black.jpg,0.9752901727262875
000055_2_latino.jpg,0.6933792516497357
000016_2_latino.jpg,0.8631252578969254
000030_0_black.jpg,0.6694427068841521
000026_5_east asian.jpg,0.8584591723197071
000093_3_middle eastern.jpg,0.9666743299937033
