0.0,0.6505,0.6085,0.6193,0.5543,0.5021
1.0,0.5954,0.6686,0.6735,0.6668,0.5702
2.0,0.7018,0.7082,0.6997,0.7216,0.595
3.0,0.7062,0.7161,0.7026,0.7347,0.6345
4.0,0.7186,0.728,0.7208,0.7155,0.6294
5.0,0.7166,0.6827,0.738,0.7267,0.5264
6.0,0.7364,0.7228,0.7398,0.751,0.6372
7.0,0.7269,0.7128,0.755,0.7493,0.6898
8.0,0.7334,0.6241,0.7172,0.7101,0.7002
9.0,0.7469,0.7389,0.7519,0.7183,0.7031
10.0,0.7424,0.7387,0.7592,0.753,0.7066
11.0,0.7499,0.7497,0.7424,0.7077,0.7221
12.0,0.7477,0.7491,0.7504,0.7376,0.639
13.0,0.7544,0.7599,0.7605,0.7424,0.7093
14.0,0.7292,0.7522,0.7572,0.7376,0.7143
15.0,0.7499,0.7606,0.7701,0.7499,0.717
16.0,0.7424,0.7535,0.7731,0.7555,0.6944
17.0,0.75,0.7553,0.7314,0.7557,0.7223
18.0,0.7493,0.7548,0.765,0.7577,0.7261
19.0,0.7522,0.7575,0.7676,0.7595,0.7342
20.0,0.7506,0.7415,0.7689,0.7535,0.7272
21.0,0.7531,0.729,0.774,0.7568,0.729
22.0,0.7561,0.7586,0.7712,0.7553,0.7332
23.0,0.7573,0.7674,0.767,0.7526,0.7342
24.0,0.7552,0.7555,0.7721,0.7586,0.7364
25.0,0.7557,0.7636,0.776,0.7614,0.7365
26.0,0.7588,0.7657,0.7804,0.7606,0.7371
27.0,0.7561,0.7533,0.7699,0.7577,0.7411
28.0,0.7488,0.7528,0.7672,0.75,0.7415
29.0,0.7469,0.757,0.7657,0.761,0.7369
30.0,0.7462,0.763,0.7721,0.7636,0.7431
31.0,0.7457,0.7652,0.7773,0.7612,0.7369
32.0,0.7469,0.7641,0.7747,0.7643,0.7462
33.0,0.7497,0.7652,0.772,0.7626,0.7437
34.0,0.749,0.7692,0.7707,0.7637,0.7437
35.0,0.7429,0.7652,0.7712,0.7667,0.7396
36.0,0.7488,0.7647,0.7727,0.7595,0.7422
37.0,0.7493,0.7674,0.7791,0.7606,0.7444
38.0,0.75,0.7694,0.7807,0.7654,0.7406
39.0,0.7477,0.7668,0.7729,0.7637,0.7455
40.0,0.7522,0.7628,0.7721,0.7626,0.7387
41.0,0.7473,0.7643,0.7782,0.761,0.7411
42.0,0.7462,0.7634,0.7776,0.759,0.74
43.0,0.7493,0.7499,0.7683,0.7566,0.7413
44.0,0.7458,0.7619,0.7798,0.7639,0.7342
45.0,0.7466,0.7594,0.7716,0.7606,0.7396
46.0,0.7488,0.7628,0.7776,0.7628,0.7427
47.0,0.7504,0.7595,0.7743,0.7617,0.7384
48.0,0.7506,0.7636,0.7718,0.7619,0.7409
49.0,0.7517,0.7626,0.7747,0.7623,0.7398
50.0,0.7493,0.7542,0.7738,0.7621,0.7455
51.0,0.7486,0.7623,0.7676,0.7639,0.7343
52.0,0.7541,0.7628,0.7743,0.7657,0.749
53.0,0.7533,0.7654,0.7762,0.7555,0.7435
54.0,0.7524,0.7572,0.7783,0.7619,0.7444
55.0,0.7535,0.7628,0.7796,0.761,0.7458
56.0,0.7513,0.7608,0.778,0.7568,0.7453
57.0,0.7508,0.7619,0.7793,0.7601,0.7429
58.0,0.7511,0.7632,0.7794,0.759,0.7479
59.0,0.7497,0.7641,0.7796,0.7605,0.7519
60.0,0.7473,0.7626,0.7732,0.7621,0.7427
