0.0,0.6252,0.6537,0.5345
1.0,0.6352,0.6556,0.6287
2.0,0.7031,0.7325,0.6446
3.0,0.7291,0.6863,0.5825
4.0,0.5473,0.6517,0.5132
5.0,0.5693,0.5172,0.4795
6.0,0.4195,0.4999,0.412
7.0,0.4554,0.3691,0.3836
8.0,0.3216,0.4576,0.3907
9.0,0.2976,0.323,0.38
10.0,0.3216,0.3537,0.3055
11.0,0.3216,0.4306,0.3729
12.0,0.3276,0.4095,0.3623
13.0,0.3496,0.3864,0.3712
14.0,0.3416,0.3653,0.3889
15.0,0.3855,0.4037,0.38
16.0,0.3635,0.4326,0.3534
17.0,0.3316,0.3422,0.4102
18.0,0.4095,0.3807,0.3854
19.0,0.3276,0.3884,0.3214
20.0,0.3176,0.3249,0.38
21.0,0.3476,0.4249,0.3942
22.0,0.3376,0.4306,0.3356
23.0,0.3875,0.348,0.38
24.0,0.3376,0.396,0.3889
25.0,0.3156,0.3807,0.3818
26.0,0.3096,0.3826,0.3889
27.0,0.3476,0.3557,0.3356
28.0,0.3536,0.3884,0.3587
29.0,0.3296,0.3537,0.3871
30.0,0.3476,0.3922,0.4013
31.0,0.3476,0.3557,0.3889
32.0,0.3256,0.4403,0.3623
33.0,0.4035,0.3537,0.3942
34.0,0.3196,0.3441,0.3481
35.0,0.3096,0.4076,0.3498
36.0,0.3456,0.3768,0.3729
37.0,0.3276,0.3653,0.3925
38.0,0.3556,0.3634,0.3552
39.0,0.3536,0.3768,0.3498
40.0,0.3496,0.3614,0.3445
41.0,0.3635,0.3537,0.3871
42.0,0.3336,0.3903,0.3587
43.0,0.3755,0.4037,0.3641
44.0,0.3296,0.3903,0.3871
45.0,0.3695,0.4018,0.3516
46.0,0.3016,0.4057,0.357
47.0,0.3236,0.398,0.3836
48.0,0.3236,0.3864,0.38
49.0,0.3296,0.4037,0.341
50.0,0.3596,0.3614,0.3374
51.0,0.3616,0.371,0.3818
52.0,0.3655,0.3672,0.3356
53.0,0.3336,0.3941,0.3427
54.0,0.3376,0.3499,0.3392
55.0,0.3456,0.3922,0.3605
56.0,0.3576,0.3884,0.3392
57.0,0.3296,0.4306,0.3481
58.0,0.3316,0.398,0.3463
59.0,0.3076,0.4095,0.357
60.0,0.3116,0.4114,0.3747
61.0,0.3376,0.4095,0.3427
62.0,0.3176,0.4018,0.3534
63.0,0.3256,0.3864,0.3641
64.0,0.3156,0.4076,0.3587
65.0,0.3056,0.3999,0.3374
66.0,0.2976,0.3903,0.3498
67.0,0.3136,0.373,0.3729
68.0,0.3236,0.4076,0.3641
69.0,0.3276,0.4114,0.38
70.0,0.3456,0.4172,0.3605
71.0,0.3136,0.3749,0.3605
72.0,0.3196,0.4191,0.3552
73.0,0.2996,0.3941,0.3605
74.0,0.3096,0.3941,0.3445
75.0,0.3096,0.4018,0.3534
76.0,0.3236,0.3999,0.3516
77.0,0.3096,0.3903,0.3641
78.0,0.3076,0.3864,0.3339
79.0,0.2817,0.373,0.3445
80.0,0.2817,0.4018,0.3356
81.0,0.3076,0.3903,0.3161
82.0,0.2956,0.3557,0.3179
83.0,0.2896,0.3903,0.3321
84.0,0.3276,0.3691,0.3356
85.0,0.2916,0.3884,0.3392
86.0,0.2936,0.3787,0.3321
87.0,0.3076,0.3864,0.3374
88.0,0.3176,0.3845,0.3179
89.0,0.3316,0.3826,0.309
90.0,0.3056,0.4037,0.3179
91.0,0.3256,0.3884,0.3143
92.0,0.3256,0.3845,0.3179
93.0,0.3136,0.3787,0.3108
94.0,0.3196,0.3826,0.3197
95.0,0.3216,0.3941,0.325
96.0,0.3076,0.3884,0.3285
97.0,0.3096,0.396,0.3285
98.0,0.3156,0.4018,0.325
99.0,0.3296,0.4018,0.3374
