0.0,1.0,1.0,1.0
1.0,0.91430002450943,0.9319000244140624,0.9408000111579896
2.0,0.8069000244140625,0.8374999761581421,0.8633999824523926
3.0,0.6977999806404114,0.7461000084877014,0.7799999713897705
4.0,0.5748000144958496,0.6485999822616577,0.6812999844551086
5.0,0.4968999922275543,0.5759000182151794,0.5903000235557556
6.0,0.4111999869346618,0.4984999895095825,0.505299985408783
7.0,0.3474000096321106,0.4302999973297119,0.4521999955177307
8.0,0.3084000051021576,0.3714999854564667,0.3899999856948852
9.0,0.2508000135421753,0.3188999891281128,0.3262999951839447
10.0,0.2226999998092651,0.2910000085830688,0.2928999960422516
11.0,0.1853999942541122,0.2522999942302704,0.2518999874591827
12.0,0.1526000052690506,0.2259999960660934,0.2231000065803527
13.0,0.1340000033378601,0.1981000006198883,0.1973000019788742
14.0,0.1058999970555305,0.1562999933958053,0.1668999940156936
15.0,0.0966000035405159,0.1361999958753585,0.1441999971866607
16.0,0.0903000012040138,0.1207000017166137,0.1184000000357627
17.0,0.0778999999165535,0.1129999980330467,0.0956000015139579
18.0,0.0684999972581863,0.0991000011563301,0.0834999978542327
19.0,0.0575999990105629,0.0835999995470047,0.0697999969124794
20.0,0.0498000010848045,0.0773999989032745,0.0621999986469745
21.0,0.0388999991118907,0.0604000017046928,0.0516000017523765
22.0,0.0296000000089406,0.046399999409914,0.045499999076128
23.0,0.0296000000089406,0.0417999997735023,0.0395000018179416
24.0,0.0249000005424022,0.0386999994516372,0.0364000014960765
