0.0,0.5505,0.5903
1.0,0.6564,0.619
2.0,0.6766,0.6175
3.0,0.5843,0.6549
4.0,0.6637,0.6533
5.0,0.6617,0.6577
6.0,0.6756,0.6427
7.0,0.6219,0.681
8.0,0.6827,0.6642
9.0,0.6739,0.671
10.0,0.6843,0.6708
11.0,0.6962,0.6611
12.0,0.6882,0.6438
13.0,0.6911,0.6562
14.0,0.6867,0.6597
15.0,0.6843,0.6714
16.0,0.6929,0.6726
17.0,0.688,0.6739
18.0,0.6918,0.6818
19.0,0.6684,0.6668
20.0,0.6741,0.6693
21.0,0.6717,0.6684
22.0,0.6865,0.6664
23.0,0.6907,0.6699
24.0,0.6882,0.6735
25.0,0.6834,0.6704
26.0,0.6891,0.6741
27.0,0.6858,0.6781
28.0,0.6807,0.6723
29.0,0.679,0.6728
30.0,0.6872,0.6637
31.0,0.6933,0.648
32.0,0.69,0.66
33.0,0.6927,0.6706
34.0,0.6891,0.6679
35.0,0.6905,0.6754
36.0,0.6927,0.673
37.0,0.6925,0.6701
38.0,0.6931,0.6712
39.0,0.6929,0.6724
40.0,0.6942,0.6739
41.0,0.692,0.6697
42.0,0.6925,0.6723
43.0,0.6918,0.6714
44.0,0.6894,0.6703
45.0,0.6933,0.6703
46.0,0.6962,0.6708
47.0,0.6865,0.673
48.0,0.6876,0.6717
49.0,0.6987,0.6728
50.0,0.6871,0.6588
51.0,0.6913,0.6761
52.0,0.6911,0.6748
53.0,0.6934,0.6799
54.0,0.6947,0.6792
55.0,0.6938,0.6792
56.0,0.6934,0.6779
57.0,0.6887,0.6796
58.0,0.6962,0.6756
59.0,0.6942,0.6792
60.0,0.696,0.6754
61.0,0.696,0.6777
62.0,0.696,0.6783
63.0,0.6947,0.673
64.0,0.6958,0.6739
65.0,0.6929,0.6726
66.0,0.6847,0.6706
67.0,0.6878,0.6772
68.0,0.6891,0.6796
69.0,0.6903,0.6796
70.0,0.6942,0.6785
71.0,0.6898,0.6783
72.0,0.6874,0.6781
73.0,0.6909,0.6765
74.0,0.6916,0.6805
75.0,0.6902,0.6768
76.0,0.6918,0.679
77.0,0.6934,0.6783
78.0,0.6964,0.6746
79.0,0.6909,0.6796
80.0,0.6925,0.6774
81.0,0.6909,0.6777
82.0,0.6927,0.6783
83.0,0.6909,0.6799
84.0,0.6883,0.6808
85.0,0.6898,0.6759
86.0,0.6911,0.6798
87.0,0.6936,0.6799
88.0,0.6942,0.6765
89.0,0.6914,0.6787
90.0,0.6931,0.6783
91.0,0.6902,0.6799
92.0,0.6964,0.6796
93.0,0.6949,0.6823
94.0,0.6938,0.6757
95.0,0.6909,0.6772
96.0,0.6933,0.6772
97.0,0.6971,0.6743
98.0,0.6938,0.677
99.0,0.6933,0.6746
