0.0,0.0555,0.0585
1.0,0.062,0.0638
2.0,0.0421,0.0635
3.0,0.0587,0.0636
4.0,0.0668,0.0691
5.0,0.0444,0.065
6.0,0.0713,0.0635
7.0,0.0578,0.0646
8.0,0.0602,0.0632
9.0,0.0696,0.0614
10.0,0.0662,0.0618
11.0,0.0601,0.0582
12.0,0.0612,0.0565
13.0,0.0572,0.0541
14.0,0.0563,0.0575
15.0,0.0703,0.0554
16.0,0.0614,0.0546
17.0,0.0579,0.0552
18.0,0.0609,0.0555
19.0,0.0614,0.0573
20.0,0.068,0.0561
21.0,0.054,0.0541
22.0,0.0631,0.0526
23.0,0.065,0.0546
24.0,0.0635,0.0534
25.0,0.0636,0.0539
26.0,0.0615,0.053
27.0,0.0636,0.0546
28.0,0.0618,0.0558
29.0,0.0552,0.0538
30.0,0.0564,0.0584
31.0,0.0564,0.0599
32.0,0.0582,0.0592
33.0,0.0584,0.054
34.0,0.0634,0.0614
35.0,0.0588,0.0579
36.0,0.0597,0.0583
37.0,0.0593,0.0572
38.0,0.059,0.0607
39.0,0.0589,0.0564
40.0,0.057,0.0551
41.0,0.0579,0.0546
42.0,0.0602,0.0536
43.0,0.0598,0.0549
44.0,0.0571,0.0606
45.0,0.0569,0.0608
46.0,0.0651,0.0598
47.0,0.0579,0.0607
48.0,0.0564,0.0639
49.0,0.062,0.0605
50.0,0.0628,0.061
51.0,0.0625,0.0621
52.0,0.0632,0.0589
53.0,0.0596,0.0587
54.0,0.059,0.0636
55.0,0.0583,0.0613
56.0,0.0636,0.06
57.0,0.062,0.0632
58.0,0.0583,0.0629
59.0,0.059,0.0592
60.0,0.0607,0.0638
61.0,0.0613,0.0643
62.0,0.0612,0.0627
63.0,0.0609,0.0628
64.0,0.0586,0.0649
65.0,0.0606,0.0628
66.0,0.0605,0.0641
67.0,0.0621,0.0623
68.0,0.0623,0.0609
69.0,0.0587,0.0618
70.0,0.0593,0.0618
71.0,0.0636,0.0609
72.0,0.0631,0.0597
73.0,0.0616,0.0631
74.0,0.0616,0.0641
75.0,0.061,0.0609
76.0,0.0592,0.065
77.0,0.0583,0.062
78.0,0.0624,0.0665
79.0,0.0588,0.0624
80.0,0.0601,0.0629
81.0,0.0614,0.0623
82.0,0.0618,0.0634
83.0,0.0589,0.0648
84.0,0.0581,0.0631
85.0,0.0596,0.0645
86.0,0.0593,0.0622
87.0,0.0609,0.064
88.0,0.0599,0.0631
89.0,0.0597,0.0643
90.0,0.0604,0.0619
91.0,0.0583,0.0646
92.0,0.0612,0.063
93.0,0.0609,0.0632
94.0,0.0615,0.0621
95.0,0.0585,0.0616
96.0,0.0597,0.0601
97.0,0.0605,0.062
98.0,0.0586,0.0611
99.0,0.0602,0.061
