0.0,0.0888,0.0495
1.0,0.0349,0.0724
2.0,0.0579,0.0777
3.0,0.0874,0.0607
4.0,0.0385,0.0544
5.0,0.0625,0.0491
6.0,0.0502,0.0328
7.0,0.0527,0.0593
8.0,0.0426,0.0658
9.0,0.0565,0.0597
10.0,0.0461,0.0638
11.0,0.0543,0.0698
12.0,0.0521,0.068
13.0,0.0546,0.0532
14.0,0.044,0.0724
15.0,0.0505,0.076
16.0,0.0492,0.0624
17.0,0.0535,0.0716
18.0,0.0541,0.0576
19.0,0.0503,0.067
20.0,0.0616,0.0796
21.0,0.0463,0.0666
22.0,0.0579,0.0529
23.0,0.0544,0.0603
24.0,0.0541,0.0617
25.0,0.0562,0.0712
26.0,0.0529,0.0716
27.0,0.0528,0.0718
28.0,0.0553,0.0698
29.0,0.0568,0.068
30.0,0.0551,0.0682
31.0,0.0485,0.0738
32.0,0.0516,0.0558
33.0,0.0488,0.0682
34.0,0.045,0.0591
35.0,0.0509,0.0647
36.0,0.0476,0.0659
37.0,0.0488,0.0565
38.0,0.0467,0.0687
39.0,0.0466,0.0677
40.0,0.0492,0.0715
41.0,0.0486,0.0571
42.0,0.0532,0.0618
43.0,0.0518,0.0573
44.0,0.0533,0.0671
45.0,0.0541,0.0664
46.0,0.0383,0.0668
47.0,0.0525,0.0662
48.0,0.0547,0.0717
49.0,0.0554,0.0668
50.0,0.0491,0.0779
51.0,0.0466,0.0618
52.0,0.0467,0.0586
53.0,0.0523,0.0605
54.0,0.0553,0.0558
55.0,0.0605,0.0559
56.0,0.0566,0.0565
57.0,0.0505,0.0569
58.0,0.0583,0.056
59.0,0.0575,0.0534
60.0,0.0564,0.0594
61.0,0.0561,0.0562
62.0,0.0561,0.0606
63.0,0.0563,0.0594
64.0,0.055,0.0603
65.0,0.0519,0.0567
66.0,0.0525,0.0583
67.0,0.0531,0.0611
68.0,0.0542,0.0559
69.0,0.0458,0.0527
70.0,0.0482,0.0566
71.0,0.0449,0.055
72.0,0.0506,0.0501
73.0,0.0477,0.0548
74.0,0.0438,0.059
75.0,0.0479,0.0541
76.0,0.048,0.0516
77.0,0.0489,0.051
78.0,0.0484,0.0596
79.0,0.0516,0.0573
80.0,0.0483,0.0629
81.0,0.0489,0.0536
82.0,0.0517,0.0549
83.0,0.0537,0.0592
84.0,0.0507,0.059
85.0,0.0502,0.0614
86.0,0.0482,0.0599
87.0,0.0476,0.0635
88.0,0.0449,0.0599
89.0,0.045,0.052
90.0,0.04,0.0547
91.0,0.0489,0.0556
92.0,0.0415,0.0606
93.0,0.0443,0.0563
94.0,0.0479,0.0648
95.0,0.0505,0.0635
96.0,0.049,0.05
97.0,0.0456,0.0521
98.0,0.0444,0.0602
99.0,0.0466,0.0526
