0.0,0.7827,0.7908
1.0,0.7835,0.7871
2.0,0.8107,0.8138
3.0,0.7776,0.7798
4.0,0.7773,0.7871
5.0,0.8024,0.7957
6.0,0.7608,0.7995
7.0,0.7953,0.7583
8.0,0.8012,0.7908
9.0,0.7703,0.7895
10.0,0.7917,0.7919
11.0,0.8023,0.7995
12.0,0.803,0.7968
13.0,0.803,0.7882
14.0,0.8032,0.7871
15.0,0.7791,0.7904
16.0,0.805,0.7897
17.0,0.8077,0.7937
18.0,0.8023,0.7977
19.0,0.8024,0.795
20.0,0.79,0.7982
21.0,0.805,0.7959
22.0,0.807,0.8008
23.0,0.8048,0.7944
24.0,0.8061,0.7904
25.0,0.8043,0.7942
26.0,0.8105,0.7959
27.0,0.807,0.7888
28.0,0.811,0.7897
29.0,0.8006,0.7926
30.0,0.8012,0.7891
31.0,0.8003,0.7506
32.0,0.8024,0.8039
33.0,0.8004,0.8065
34.0,0.8017,0.7928
35.0,0.8028,0.7995
36.0,0.7944,0.8041
37.0,0.7986,0.8041
38.0,0.8021,0.7957
39.0,0.801,0.7995
40.0,0.7931,0.8054
41.0,0.8008,0.8032
42.0,0.7995,0.8101
43.0,0.8024,0.7931
44.0,0.7984,0.7917
45.0,0.7993,0.7917
46.0,0.8092,0.7915
47.0,0.7966,0.7919
48.0,0.7995,0.7858
49.0,0.8026,0.7917
50.0,0.8074,0.78
51.0,0.8046,0.7924
52.0,0.8041,0.8045
53.0,0.8052,0.8017
54.0,0.8032,0.7968
55.0,0.8024,0.8001
56.0,0.8046,0.8026
57.0,0.8024,0.7955
58.0,0.7966,0.7966
59.0,0.8045,0.8068
60.0,0.8015,0.7984
61.0,0.8035,0.8015
62.0,0.805,0.7975
63.0,0.805,0.7977
64.0,0.8039,0.7973
65.0,0.8076,0.8017
66.0,0.8066,0.7908
67.0,0.8059,0.7962
68.0,0.8065,0.8057
69.0,0.803,0.8076
70.0,0.8037,0.8028
71.0,0.8048,0.8035
72.0,0.8035,0.8057
73.0,0.8041,0.7959
74.0,0.8043,0.7979
75.0,0.8072,0.8054
76.0,0.8045,0.7997
77.0,0.8048,0.805
78.0,0.8059,0.7981
79.0,0.8023,0.7959
80.0,0.8034,0.7959
81.0,0.805,0.8019
82.0,0.8024,0.7968
83.0,0.8021,0.7984
84.0,0.803,0.799
85.0,0.8043,0.7997
86.0,0.8054,0.7935
87.0,0.8041,0.8012
88.0,0.805,0.8008
89.0,0.8061,0.8004
90.0,0.8043,0.8015
91.0,0.8023,0.8014
92.0,0.8034,0.7942
93.0,0.8021,0.8021
94.0,0.8028,0.794
95.0,0.7992,0.8003
96.0,0.8019,0.8035
97.0,0.8052,0.8034
98.0,0.8006,0.7886
99.0,0.8028,0.7957
